,Topics,Types,Message Count,Frequency
23,/fufi/charger_laser_locator/objects,geometry_msgs/PoseArray,764,19.999542246805266
24,/fufi/charger_laser_locator/state,robotnik_msgs/State,753,19.999446884193762
25,/fufi/charger_laser_locator_pose_filter/state,robotnik_msgs/State,1900,50.00183589046648
26,/fufi/diff_docker/state,robotnik_msgs/State,1539,40.004807096189616
27,/fufi/diff_docker/status,actionlib_msgs/GoalStatusArray,189,5.000275984737985
28,/fufi/execute_trajectory/status,actionlib_msgs/GoalStatusArray,194,5.001376053802034
29,/fufi/frame_mapping/state,robotnik_msgs/State,38,0.9992966833569361
30,/fufi/frame_mapping/status,marker_mapping/FrameMappingStatus,382,9.984845274682373
31,/fufi/front_laser/filtered_scan,sensor_msgs/LaserScan,475,12.676285519133941
32,/fufi/front_laser/scan,sensor_msgs/LaserScan,489,12.677875627386943
33,/fufi/front_laser/scan_standby,std_msgs/Bool,475,12.679102007378981
34,/fufi/gripper/joint_states,sensor_msgs/JointState,38,1.0001569040400644
35,/fufi/gripper/status,wsg_50_common/Status,37,1.0001535651435738
36,/fufi/imu/data,sensor_msgs/Imu,1486,51.2456656933058
37,/fufi/imu/rpy/filtered,geometry_msgs/Vector3Stamped,1508,51.403304083533506
38,/fufi/joint_states,sensor_msgs/JointState,2661,51.280125195618155
39,/fufi/joy,sensor_msgs/Joy,9377,264.1498882136222
40,/fufi/map,nav_msgs/OccupancyGrid,1,
41,/fufi/map_metadata,nav_msgs/MapMetaData,1,
42,/fufi/map_nav_manager/state,map_nav_manager/State,38,0.9993185875033713
43,/fufi/merged_laser/cloud,sensor_msgs/PointCloud2,282,6.361174472215482
44,/fufi/merged_laser/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
45,/fufi/merged_laser/parameter_updates,dynamic_reconfigure/Config,1,
46,/fufi/merged_laser/scan,sensor_msgs/LaserScan,276,6.358985243796497
47,/fufi/move/state,robotnik_msgs/State,1544,40.00137333816545
48,/fufi/move/status,actionlib_msgs/GoalStatusArray,188,4.999903442340176
49,/fufi/move_base/EBandPlannerROS/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
50,/fufi/move_base/EBandPlannerROS/parameter_updates,dynamic_reconfigure/Config,1,
51,/fufi/move_base/GlobalPlanner/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
52,/fufi/move_base/GlobalPlanner/parameter_updates,dynamic_reconfigure/Config,1,
53,/fufi/move_base/global_costmap/costmap,nav_msgs/OccupancyGrid,1,
54,/fufi/move_base/global_costmap/costmap_updates,map_msgs/OccupancyGridUpdate,19,0.5000144545442137
55,/fufi/move_base/global_costmap/footprint,geometry_msgs/PolygonStamped,19,0.5000166302490043
56,/fufi/move_base/global_costmap/inflation_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
57,/fufi/move_base/global_costmap/inflation_layer/parameter_updates,dynamic_reconfigure/Config,1,
58,/fufi/move_base/global_costmap/obstacle_laser_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
59,/fufi/move_base/global_costmap/obstacle_laser_layer/parameter_updates,dynamic_reconfigure/Config,1,
60,/fufi/move_base/global_costmap/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
61,/fufi/move_base/global_costmap/parameter_updates,dynamic_reconfigure/Config,1,
62,/fufi/move_base/global_costmap/static_map/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
63,/fufi/move_base/global_costmap/static_map/parameter_updates,dynamic_reconfigure/Config,1,
64,/fufi/move_base/local_costmap/costmap,nav_msgs/OccupancyGrid,27,0.8339162603176983
65,/fufi/move_base/local_costmap/costmap_updates,map_msgs/OccupancyGridUpdate,9,0.9085872384155942
66,/fufi/move_base/local_costmap/footprint,geometry_msgs/PolygonStamped,188,5.000064373845145
67,/fufi/move_base/local_costmap/inflation_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
68,/fufi/move_base/local_costmap/inflation_layer/parameter_updates,dynamic_reconfigure/Config,1,
69,/fufi/move_base/local_costmap/obstacle_laser_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
70,/fufi/move_base/local_costmap/obstacle_laser_layer/parameter_updates,dynamic_reconfigure/Config,1,
71,/fufi/move_base/local_costmap/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
72,/fufi/move_base/local_costmap/parameter_updates,dynamic_reconfigure/Config,1,
73,/fufi/move_base/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
74,/fufi/move_base/parameter_updates,dynamic_reconfigure/Config,1,
75,/fufi/move_base/status,actionlib_msgs/GoalStatusArray,188,4.998378087859732
76,/fufi/move_group/ompl/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
77,/fufi/move_group/ompl/parameter_updates,dynamic_reconfigure/Config,1,
78,/fufi/move_group/plan_execution/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
79,/fufi/move_group/plan_execution/parameter_updates,dynamic_reconfigure/Config,1,
80,/fufi/move_group/planning_scene_monitor/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
81,/fufi/move_group/planning_scene_monitor/parameter_updates,dynamic_reconfigure/Config,1,
82,/fufi/move_group/sense_for_plan/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
83,/fufi/move_group/sense_for_plan/parameter_updates,dynamic_reconfigure/Config,1,
84,/fufi/move_group/status,actionlib_msgs/GoalStatusArray,192,5.000123980735301
85,/fufi/move_group/trajectory_execution/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
86,/fufi/move_group/trajectory_execution/parameter_updates,dynamic_reconfigure/Config,1,
87,/fufi/omni_docker/state,robotnik_msgs/State,1526,40.002517858675645
88,/fufi/omni_docker/status,actionlib_msgs/GoalStatusArray,193,5.000171667270681
89,/fufi/pad_teleop/cmd_vel,geometry_msgs/Twist,4823,35246.252100840335
90,/fufi/particlecloud,geometry_msgs/PoseArray,25,1.1395648395011817
91,/fufi/perception_filtered_points,sensor_msgs/PointCloud2,477,12.50064525358615
92,/fufi/pickup/status,actionlib_msgs/GoalStatusArray,192,5.000410113591927
93,/fufi/place/status,actionlib_msgs/GoalStatusArray,189,5.001155404946182
94,/fufi/poi_interactive_marker/state,map_nav_manager/PoiState,77,1.99779896044821
95,/fufi/poi_interactive_marker/update,visualization_msgs/InteractiveMarkerUpdate,77,2.000033379158149
96,/fufi/poi_interactive_marker/update_full,visualization_msgs/InteractiveMarkerInit,1,
97,/fufi/pp_docker/state,robotnik_msgs/State,1503,40.00137333816545
98,/fufi/pp_docker/status,actionlib_msgs/GoalStatusArray,189,5.0000047683761295
99,/fufi/rear_laser/filtered_scan,sensor_msgs/LaserScan,486,12.675710879347704
100,/fufi/rear_laser/scan,sensor_msgs/LaserScan,474,12.674255358367757
101,/fufi/rear_laser/scan_standby,std_msgs/Bool,475,12.675959883525016
102,/fufi/robot_local_control/ControlComponent/state,robotnik_msgs/State,189,5.0000464920552234
103,/fufi/robot_local_control/LocalizationComponent/state,robotnik_msgs/State,75,1.999964237852612
104,/fufi/robot_local_control/LocalizationComponent/status,robot_local_control_msgs/LocalizationStatus,77,1.9999880791420988
105,/fufi/robot_local_control/NavigationComponent/ChargeComponent/state,robotnik_msgs/State,191,5.000219354715649
106,/fufi/robot_local_control/NavigationComponent/GoToComponent/state,robotnik_msgs/State,189,5.000219354715649
107,/fufi/robot_local_control/NavigationComponent/MoveComponent/state,robotnik_msgs/State,188,5.000135902283874
108,/fufi/robot_local_control/NavigationComponent/UnchargeComponent/state,robotnik_msgs/State,190,5.000070334470209
109,/fufi/robot_local_control/NavigationComponent/state,robotnik_msgs/State,39,1.0000073910305791
110,/fufi/robot_local_control/NavigationComponent/status,robot_local_control_msgs/NavigationStatus,38,0.9999959469005829
111,/fufi/robot_local_control/OperationComponent/state,robotnik_msgs/State,76,2.0000762968558066
112,/fufi/robot_local_control/RobotStatusComponent/sensors/front_laser/state,robotnik_msgs/State,39,1.000007033397552
113,/fufi/robot_local_control/RobotStatusComponent/sensors/imu/state,robotnik_msgs/State,38,0.9999997615814777
114,/fufi/robot_local_control/RobotStatusComponent/state,robotnik_msgs/State,39,1.0000138284688118
115,/fufi/robot_local_control/pause_autonomous,std_msgs/Bool,189,5.000249159830667
116,/fufi/robot_local_control/state,robot_local_control_msgs/Status,76,2.000052453463049
117,/fufi/robot_pose,geometry_msgs/Pose,379,10.000653309585292
118,/fufi/robotnik_base_control/cmd_vel,geometry_msgs/Twist,2674,50.55814850530376
119,/fufi/robotnik_base_control/enabled,std_msgs/Bool,1880,49.98157703445071
120,/fufi/robotnik_base_control/in_motion,std_msgs/Bool,1929,50.002730041785135
121,/fufi/robotnik_base_control/odom,nav_msgs/Odometry,1881,50.60969767904869
122,/fufi/robotnik_base_control/odom_throttle,nav_msgs/Odometry,74,1.9530746589468224
123,/fufi/robotnik_base_hw/emergency_stop,std_msgs/Bool,1881,49.99557772652232
124,/fufi/robotnik_base_hw/io,robotnik_msgs/inputs_outputs,1929,50.011076996452736
125,/fufi/robotnik_base_hw/state,robotnik_msgs/State,1909,50.010182546590514
126,/fufi/robotnik_base_hw/status,robotnik_msgs/RobotnikMotorsStatus,1872,73.35264078349073
127,/fufi/robotnik_base_hw/voltage,std_msgs/Float32,1915,50.000941771125774
128,/fufi/robotnik_modbus_io/input_output,robotnik_msgs/inputs_outputs,379,10.012733440440012
129,/fufi/robotnik_modbus_io/registers,robotnik_msgs/Registers,376,10.013115896877634
130,/fufi/robotnik_modbus_io/state,robotnik_msgs/State,383,10.015100358645457
131,/fufi/robotnik_rms/status,robotnik_rms_msgs/status,39,0.9990879278955669
132,/fufi/safety_module/emergency_stop,std_msgs/Bool,163,5.014108180449384
133,/fufi/safety_module/named_io,robotnik_msgs/named_inputs_outputs,161,5.008656442296554
134,/fufi/safety_module/safety_stop,std_msgs/Bool,163,5.012939593914393
135,/fufi/safety_module/speed_feedback,std_msgs/Int32,164,4.994420086735143
136,/fufi/safety_module/state,robotnik_msgs/State,39,0.9993808529028254
137,/fufi/safety_module/status,robotnik_msgs/SafetyModuleStatus,160,5.013344042991628
138,/fufi/safety_module/watchdog_signals,robotnik_msgs/BoolArray,57,1.4332542833906274
139,/fufi/system_monitor/diagnostics,system_monitor/Diagnostic,76,83.57018470182709
140,/fufi/twist_marker,visualization_msgs/Marker,2249,50.305589704533055
141,/fufi/univr/move_arm_cartesian/status,actionlib_msgs/GoalStatusArray,189,4.999593529368993
142,/fufi/univr/move_arm_joints/status,actionlib_msgs/GoalStatusArray,189,4.999989867230923
143,/fufi/univr/programdemo/status,actionlib_msgs/GoalStatusArray,189,4.999897482113012
144,/fufi/vectornav/global_position/raw/fix,sensor_msgs/NavSatFix,1491,51.251614479914466
145,/fufi/vectornav/imu/atm_pressure,sensor_msgs/FluidPressure,1480,51.26508262442554
146,/fufi/vectornav/imu/data,sensor_msgs/Imu,1490,51.19562537380839
147,/fufi/vectornav/imu/mag,sensor_msgs/MagneticField,6819,129.01382630227158
148,/fufi/vectornav/imu/temperature,sensor_msgs/Temperature,1486,51.262576387191395
149,/fufi/vectornav/odom,nav_msgs/Odometry,1481,34.407038411845534
150,/robotnik_hmi/state,rosmon/State,39,0.986963914070711
151,/robotnik_rms/state,rosmon/State,39,0.9880091844744927
152,/rosmon_arm/state,rosmon/State,39,0.9982057873176128
153,/rosmon_bringup/state,rosmon/State,39,0.9857106984278772
154,/rosmon_navigation/state,rosmon/State,39,0.9873041512024159
155,/rosmon_perception/state,rosmon/State,38,0.9882185741468338
156,/rosmon_rlc_rostful_server/state,rosmon/State,39,0.98793087528948
157,/rosout,rosgraph_msgs/Log,521,9.987175243887048
158,/rosout_agg,rosgraph_msgs/Log,431,9.985808038302345
159,/tf,tf2_msgs/TFMessage,6048,370.88195242727033
160,/tf2_web_republisher/status,actionlib_msgs/GoalStatusArray,191,4.994738280512704
161,/tf_static,tf2_msgs/TFMessage,3,1448.5594888620274
