,Topics,Types,Message Count,Frequency
23,/fufi/charger_laser_locator/objects,geometry_msgs/PoseArray,972,20.000686669082725
24,/fufi/charger_laser_locator/state,robotnik_msgs/State,959,20.000400551234794
25,/fufi/charger_laser_locator_pose_filter/state,robotnik_msgs/State,2415,50.00243198779238
26,/fufi/diff_docker/state,robotnik_msgs/State,1955,40.001754837725194
27,/fufi/diff_docker/status,actionlib_msgs/GoalStatusArray,240,5.000201471817192
28,/fufi/execute_trajectory/status,actionlib_msgs/GoalStatusArray,245,5.0010152732146125
29,/fufi/frame_mapping/state,robotnik_msgs/State,49,0.9991877721049804
30,/fufi/frame_mapping/status,marker_mapping/FrameMappingStatus,486,9.984156002437539
31,/fufi/front_laser/filtered_scan,sensor_msgs/LaserScan,606,12.67777982644126
32,/fufi/front_laser/scan,sensor_msgs/LaserScan,620,12.67586411152985
33,/fufi/front_laser/scan_standby,std_msgs/Bool,608,12.677588228893375
34,/fufi/gripper/joint_states,sensor_msgs/JointState,49,1.0000197891336675
35,/fufi/gripper/status,wsg_50_common/Status,48,1.0000374331181048
36,/fufi/imu/data,sensor_msgs/Imu,1895,51.21594246255854
37,/fufi/imu/rpy/filtered,geometry_msgs/Vector3Stamped,1923,51.33378617368263
38,/fufi/joint_states,sensor_msgs/JointState,3391,51.52391130765923
39,/fufi/joy,sensor_msgs/Joy,11864,263.62690131992457
40,/fufi/map,nav_msgs/OccupancyGrid,1,
41,/fufi/map_metadata,nav_msgs/MapMetaData,1,
42,/fufi/map_nav_manager/state,map_nav_manager/State,48,0.9993540647341027
43,/fufi/merged_laser/cloud,sensor_msgs/PointCloud2,451,8.484096506177023
44,/fufi/merged_laser/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
45,/fufi/merged_laser/parameter_updates,dynamic_reconfigure/Config,1,
46,/fufi/merged_laser/scan,sensor_msgs/LaserScan,444,8.060729756427554
47,/fufi/move/state,robotnik_msgs/State,1955,39.99946594951316
48,/fufi/move/status,actionlib_msgs/GoalStatusArray,239,4.999825960495417
49,/fufi/move_base/EBandPlannerROS/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
50,/fufi/move_base/EBandPlannerROS/parameter_updates,dynamic_reconfigure/Config,1,
51,/fufi/move_base/GlobalPlanner/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
52,/fufi/move_base/GlobalPlanner/parameter_updates,dynamic_reconfigure/Config,1,
53,/fufi/move_base/global_costmap/costmap,nav_msgs/OccupancyGrid,1,
54,/fufi/move_base/global_costmap/costmap_updates,map_msgs/OccupancyGridUpdate,24,0.5000392229328978
55,/fufi/move_base/global_costmap/footprint,geometry_msgs/PolygonStamped,24,0.5000291483704511
56,/fufi/move_base/global_costmap/inflation_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
57,/fufi/move_base/global_costmap/inflation_layer/parameter_updates,dynamic_reconfigure/Config,1,
58,/fufi/move_base/global_costmap/obstacle_laser_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
59,/fufi/move_base/global_costmap/obstacle_laser_layer/parameter_updates,dynamic_reconfigure/Config,1,
60,/fufi/move_base/global_costmap/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
61,/fufi/move_base/global_costmap/parameter_updates,dynamic_reconfigure/Config,1,
62,/fufi/move_base/global_costmap/static_map/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
63,/fufi/move_base/global_costmap/static_map/parameter_updates,dynamic_reconfigure/Config,1,
64,/fufi/move_base/local_costmap/costmap,nav_msgs/OccupancyGrid,36,0.8334026791735566
65,/fufi/move_base/local_costmap/costmap_updates,map_msgs/OccupancyGridUpdate,9,0.22223011680673593
66,/fufi/move_base/local_costmap/footprint,geometry_msgs/PolygonStamped,240,4.999974966174533
67,/fufi/move_base/local_costmap/inflation_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
68,/fufi/move_base/local_costmap/inflation_layer/parameter_updates,dynamic_reconfigure/Config,1,
69,/fufi/move_base/local_costmap/obstacle_laser_layer/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
70,/fufi/move_base/local_costmap/obstacle_laser_layer/parameter_updates,dynamic_reconfigure/Config,1,
71,/fufi/move_base/local_costmap/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
72,/fufi/move_base/local_costmap/parameter_updates,dynamic_reconfigure/Config,1,
73,/fufi/move_base/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
74,/fufi/move_base/parameter_updates,dynamic_reconfigure/Config,1,
75,/fufi/move_base/status,actionlib_msgs/GoalStatusArray,240,5.000183589046649
76,/fufi/move_group/ompl/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
77,/fufi/move_group/ompl/parameter_updates,dynamic_reconfigure/Config,1,
78,/fufi/move_group/plan_execution/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
79,/fufi/move_group/plan_execution/parameter_updates,dynamic_reconfigure/Config,1,
80,/fufi/move_group/planning_scene_monitor/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
81,/fufi/move_group/planning_scene_monitor/parameter_updates,dynamic_reconfigure/Config,1,
82,/fufi/move_group/sense_for_plan/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
83,/fufi/move_group/sense_for_plan/parameter_updates,dynamic_reconfigure/Config,1,
84,/fufi/move_group/status,actionlib_msgs/GoalStatusArray,243,5.0007231089033
85,/fufi/move_group/trajectory_execution/parameter_descriptions,dynamic_reconfigure/ConfigDescription,1,
86,/fufi/move_group/trajectory_execution/parameter_updates,dynamic_reconfigure/Config,1,
87,/fufi/omni_docker/state,robotnik_msgs/State,1938,39.99641450599331
88,/fufi/omni_docker/status,actionlib_msgs/GoalStatusArray,244,4.999998807907389
89,/fufi/pad_teleop/cmd_vel,geometry_msgs/Twist,6367,31775.030303030304
90,/fufi/particlecloud,geometry_msgs/PoseArray,28,0.8789824828177037
91,/fufi/perception_filtered_points,sensor_msgs/PointCloud2,608,12.500682510446284
92,/fufi/pickup/status,actionlib_msgs/GoalStatusArray,244,5.00076186342972
93,/fufi/place/status,actionlib_msgs/GoalStatusArray,239,5.000663487727862
94,/fufi/poi_interactive_marker/state,map_nav_manager/PoiState,98,1.9978641455581945
95,/fufi/poi_interactive_marker/update,visualization_msgs/InteractiveMarkerUpdate,97,1.9998121438063003
96,/fufi/poi_interactive_marker/update_full,visualization_msgs/InteractiveMarkerInit,1,
97,/fufi/pp_docker/state,robotnik_msgs/State,1916,40.00328090873542
98,/fufi/pp_docker/status,actionlib_msgs/GoalStatusArray,240,4.99998688701254
99,/fufi/rear_laser/filtered_scan,sensor_msgs/LaserScan,617,12.680520305048107
100,/fufi/rear_laser/scan,sensor_msgs/LaserScan,606,12.674217059698066
101,/fufi/rear_laser/scan_standby,std_msgs/Bool,607,12.678143877737627
102,/fufi/robot_local_control/ControlComponent/state,robotnik_msgs/State,241,4.999912382707565
103,/fufi/robot_local_control/LocalizationComponent/state,robotnik_msgs/State,95,1.9999403971315286
104,/fufi/robot_local_control/LocalizationComponent/status,robot_local_control_msgs/LocalizationStatus,97,1.999986171818022
105,/fufi/robot_local_control/NavigationComponent/ChargeComponent/state,robotnik_msgs/State,244,5.000022649867618
106,/fufi/robot_local_control/NavigationComponent/GoToComponent/state,robotnik_msgs/State,241,5.000019669610154
107,/fufi/robot_local_control/NavigationComponent/MoveComponent/state,robotnik_msgs/State,241,5.000109078879527
108,/fufi/robot_local_control/NavigationComponent/UnchargeComponent/state,robotnik_msgs/State,242,4.999903442340176
109,/fufi/robot_local_control/NavigationComponent/state,robotnik_msgs/State,48,1.0
110,/fufi/robot_local_control/NavigationComponent/status,robot_local_control_msgs/NavigationStatus,47,0.9999952316511552
111,/fufi/robot_local_control/OperationComponent/state,robotnik_msgs/State,96,2.000009536788639
112,/fufi/robot_local_control/RobotStatusComponent/sensors/front_laser/state,robotnik_msgs/State,48,1.000004291552841
113,/fufi/robot_local_control/RobotStatusComponent/sensors/imu/state,robotnik_msgs/State,47,1.0000107289511688
114,/fufi/robot_local_control/RobotStatusComponent/state,robotnik_msgs/State,48,0.9999899865199485
115,/fufi/robot_local_control/pause_autonomous,std_msgs/Bool,241,5.000094177112578
116,/fufi/robot_local_control/state,robot_local_control_msgs/Status,96,2.000116355035455
117,/fufi/robot_pose,geometry_msgs/Pose,482,10.000152590218967
118,/fufi/robotnik_base_control/cmd_vel,geometry_msgs/Twist,3567,50.471757599095085
119,/fufi/robotnik_base_control/enabled,std_msgs/Bool,2394,49.987533817202376
120,/fufi/robotnik_base_control/in_motion,std_msgs/Bool,2444,50.00243198779238
121,/fufi/robotnik_base_control/odom,nav_msgs/Odometry,2399,51.09645981044271
122,/fufi/robotnik_base_control/odom_throttle,nav_msgs/Odometry,94,1.9542376253400682
123,/fufi/robotnik_base_hw/emergency_stop,std_msgs/Bool,2396,49.99527975778959
124,/fufi/robotnik_base_hw/io,robotnik_msgs/inputs_outputs,2445,50.003922293289776
125,/fufi/robotnik_base_hw/state,robotnik_msgs/State,2429,50.01226964604039
126,/fufi/robotnik_base_hw/status,robotnik_msgs/RobotnikMotorsStatus,2386,73.296239340137
127,/fufi/robotnik_base_hw/voltage,std_msgs/Float32,2430,50.00898999654231
128,/fufi/robotnik_modbus_io/input_output,robotnik_msgs/inputs_outputs,483,10.015638450673451
129,/fufi/robotnik_modbus_io/registers,robotnik_msgs/Registers,479,10.015590617929568
130,/fufi/robotnik_modbus_io/state,robotnik_msgs/State,487,10.013223468015035
131,/fufi/robotnik_rms/status,robotnik_rms_msgs/status,49,0.9990071389058759
132,/fufi/safety_module/emergency_stop,std_msgs/Bool,208,5.011331431220459
133,/fufi/safety_module/named_io,robotnik_msgs/named_inputs_outputs,206,5.009631554808133
134,/fufi/safety_module/safety_stop,std_msgs/Bool,207,5.0111907286548485
135,/fufi/safety_module/speed_feedback,std_msgs/Int32,208,4.997347808784877
136,/fufi/safety_module/state,robotnik_msgs/State,49,0.9993626367918448
137,/fufi/safety_module/status,robotnik_msgs/SafetyModuleStatus,204,5.011618848247614
138,/fufi/safety_module/watchdog_signals,robotnik_msgs/BoolArray,72,1.4325782387532486
139,/fufi/system_monitor/diagnostics,system_monitor/Diagnostic,96,121.88846589753277
140,/fufi/twist_marker,visualization_msgs/Marker,3008,50.284782582632985
141,/fufi/univr/move_arm_cartesian/status,actionlib_msgs/GoalStatusArray,240,4.999563732069507
142,/fufi/univr/move_arm_joints/status,actionlib_msgs/GoalStatusArray,241,4.999879601516782
143,/fufi/univr/programdemo/status,actionlib_msgs/GoalStatusArray,241,4.999971985973914
144,/fufi/vectornav/global_position/raw/fix,sensor_msgs/NavSatFix,1901,51.0812137302781
145,/fufi/vectornav/imu/atm_pressure,sensor_msgs/FluidPressure,1894,51.12261713227049
146,/fufi/vectornav/imu/data,sensor_msgs/Imu,1901,51.08805778354314
147,/fufi/vectornav/imu/mag,sensor_msgs/MagneticField,8698,128.74256422849075
148,/fufi/vectornav/imu/temperature,sensor_msgs/Temperature,1895,51.10393059921534
149,/fufi/vectornav/odom,nav_msgs/Odometry,1894,34.60418454227444
150,/robotnik_hmi/state,rosmon/State,50,0.9866343552044954
151,/robotnik_rms/state,rosmon/State,50,0.9885320679280182
152,/rosmon_arm/state,rosmon/State,50,0.9981205091997005
153,/rosmon_bringup/state,rosmon/State,50,0.985699463356799
154,/rosmon_navigation/state,rosmon/State,50,0.9872084103872029
155,/rosmon_perception/state,rosmon/State,49,0.987986958763603
156,/rosmon_rlc_rostful_server/state,rosmon/State,50,0.9880937909614582
157,/rosout,rosgraph_msgs/Log,633,9.987294149022297
158,/rosout_agg,rosgraph_msgs/Log,533,9.986247880992742
159,/tf,tf2_msgs/TFMessage,7750,282.94009713977334
160,/tf2_web_republisher/status,actionlib_msgs/GoalStatusArray,243,4.994482532783591
161,/tf_static,tf2_msgs/TFMessage,3,324.9383328168578
